,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
2025,N. AllenSS,0,0,0,0,0,0,0,.171,.216,.229,C. SeagerSS,4,0,0,0,0,0,4,.311,.392,.400
2026,Z. Gelof2B,4,0,0,0,0,0,2,.220,.304,.420,W. LangfordLF,4,0,0,0,0,0,0,.240,.291,.300
2027,J. BledayCF,4,0,0,0,0,0,1,.255,.296,.392,A. GarcíaRF,3,0,1,0,0,0,1,.294,.339,.588
2028,S. BrownLF,4,1,2,1,1,0,1,.175,.250,.275,J. HeimDH-C,1,0,0,0,0,1,0,.256,.289,.372
2029,T. Nevin1B,3,0,0,0,0,1,2,.188,.278,.188,E. Duran1B,1,0,0,0,0,1,0,.188,.350,.250
2030,R. NodaDH,4,0,0,0,0,0,2,.189,.286,.216,aJ. WalshPH-1B,1,0,0,0,0,0,0,.282,.378,.410
2031,L. ButlerRF,2,0,0,0,0,1,1,.139,.262,.194,D. Wendzel3B,2,0,0,0,0,0,0,.000,.000,.000
2032,D. HernaizSS-3B,3,0,0,0,0,0,2,.063,.063,.063,bJ. SmithPH-3B,1,0,0,0,0,0,1,.321,.424,.393
2033,K. McCannC,3,0,1,0,0,0,1,.143,.400,.143,A. KniznerC,2,0,0,0,0,0,1,.000,.000,.000
2034,S. LangeliersC,0,0,0,0,0,0,0,.222,.275,.556,J. UrenaP,0,0,0,0,0,0,0,.000,.000,.000
2035,team,31,1,4,1,1,2,14,,,,cT. JankowskiPH,1,0,0,0,0,0,0,.333,.429,.667
2036,,,,,,,,,,,,L. TaverasCF,3,0,0,0,0,0,0,.237,.310,.342
2037,,,,,,,,,,,,team,26,0,1,0,0,3,8,,,
2038,gameId: 401568661,,,,,,,,,,,,,,,,,,,,,
2039,A. Rendon3B,5,1,2,0,0,0,1,.178,.245,.222,J. DuranLF,3,0,1,0,0,1,0,.333,.385,.433
2040,N. Schanuel1B,4,2,2,1,0,0,0,.114,.304,.200,P. Reyes2B,4,0,1,0,0,0,1,.154,.185,.154
2041,M. TroutCF,5,1,1,0,0,0,2,.306,.382,.735,T. O'NeillRF,4,0,0,0,0,0,2,.279,.426,.698
2042,T. WardLF,5,2,1,3,1,0,0,.296,.321,.556,T. Casas1B,2,0,0,0,0,1,1,.250,.339,.404
2043,A. HicksRF,5,0,2,1,0,0,0,.200,.294,.300,B. Dalbec3B,3,0,0,0,0,0,1,.000,.000,.000
2044,B. DruryDH,4,0,1,1,0,0,1,.163,.250,.186,M. YoshidaDH,3,0,1,0,0,0,1,.229,.302,.271
2045,L. Rengifo2B,4,0,1,0,0,0,1,.323,.344,.387,C. WongC,3,0,0,0,0,0,1,.304,.304,.478
2046,L. O'HoppeC,4,0,1,0,0,0,1,.342,.419,.526,C. RafaelaCF,3,0,0,0,0,0,1,.175,.222,.300
2047,Z. NetoSS,4,1,1,0,0,0,0,.209,.244,.279,D. HamiltonSS,3,0,0,0,0,0,2,.214,.267,.429
2048,team,40,7,12,6,1,0,6,,,,team,28,0,3,0,0,2,10,,,
2049,gameId: 401568663,,,,,,,,,,,,,,,,,,,,,
2050,R. Acuna Jr.RF,4,1,2,0,0,1,0,.255,.375,.298,L. Arraez2B,2,0,1,0,0,1,0,.259,.365,.333
2051,O. Albies2B,4,2,2,1,0,0,0,.333,.393,.529,J. BellDH,4,0,1,0,0,0,2,.192,.300,.269
2052,A. Riley3B,5,0,1,1,0,0,1,.269,.321,.481,J. Burger1B,4,0,0,0,0,0,1,.241,.271,.444
2053,M. Olson1B,4,1,1,1,0,1,2,.280,.357,.640,B. De La CruzLF,4,0,1,0,0,0,0,.254,.267,.322
2054,M. OzunaDH,4,2,3,3,1,1,1,.360,.407,.760,J. Chisholm Jr.CF,4,1,1,0,0,0,2,.222,.352,.400
2055,A. DuvallLF,4,0,0,0,0,1,2,.238,.333,.286,A. GarciaRF,4,0,1,0,0,0,1,.188,.212,.313
2056,M. Harris IICF,5,0,1,1,0,0,1,.327,.377,.531,E. Rivera3B,4,0,1,1,0,0,0,.182,.250,.182
2057,O. ArciaSS,5,2,3,1,0,0,0,.383,.431,.532,N. FortesC,2,0,0,0,0,0,0,.091,.130,.136
2058,T. d'ArnaudC,4,0,1,0,0,0,0,.219,.265,.344,aJ. SánchezPH,1,0,0,0,0,0,1,.154,.241,.154
2059,team,39,8,14,8,1,4,7,,,,C. BethancourtC,0,0,0,0,0,0,0,.000,.050,.000
2060,,,,,,,,,,,,V. BrujanSS,3,0,0,0,0,0,0,.000,.063,.000
2061,,,,,,,,,,,,team,32,1,6,1,0,1,7,,,
2062,gameId: 401568664,,,,,,,,,,,,,,,,,,,,,
2063,J. India2B,2,1,0,0,0,4,1,.233,.421,.326,R. GrossmanRF,4,0,1,1,0,0,0,.182,.333,.227
2064,W. BensonCF-LF,5,1,1,0,0,1,1,.208,.283,.500,L. Sosa3B,4,0,0,0,0,0,2,.222,.222,.333
2065,C. Encarnacion-Strand1B,4,1,2,3,0,0,1,.179,.186,.268,A. Vaughn1B,4,0,0,0,0,0,0,.196,.275,.239
2066,S. SteerLF,3,1,1,0,0,2,0,.370,.482,.717,K. PillarCF,3,0,1,0,0,0,0,.167,.286,.333
2067,B. ThompsonCF,0,0,0,0,0,0,0,.250,.250,.375,A. BenintendiLF,3,0,0,0,0,0,0,.140,.204,.160
2068,J. FraleyRF,5,2,2,1,0,0,1,.400,.400,.500,P. DeJongSS,3,0,0,0,0,0,0,.179,.179,.464
2069,E. De La CruzSS,4,2,2,3,1,1,0,.333,.396,.708,K. LeeDH,3,0,1,0,0,0,0,.318,.348,.500
2070,T. StephensonC,4,2,1,1,1,1,1,.258,.324,.419,Z. Remillard2B,3,1,1,0,0,0,2,.333,.333,.333
2071,N. MartiniDH,5,1,1,0,0,0,2,.231,.250,.577,M. MaldonadoC,3,0,0,0,0,0,1,.077,.111,.115
2072,S. Espinal3B,4,0,2,3,0,0,0,.182,.231,.182,team,30,1,4,1,0,0,5,,,
2073,team,36,11,12,11,2,9,7,,,,,,,,,,,,,,
2074,gameId: 401568666,,,,,,,,,,,,,,,,,,,,,
2075,E. TovarSS,5,2,2,2,1,0,1,.340,.390,.585,G. SpringerRF,4,0,1,0,0,0,1,.182,.297,.327
2076,R. McMahon3B,6,2,4,2,0,0,1,.415,.484,.623,D. Schneider2B,1,1,1,0,0,0,0,.261,.320,.609
2077,K. BryantDH,5,0,2,2,0,0,2,.133,.264,.222,V. Guerrero Jr.1B,4,0,0,0,0,1,0,.185,.313,.389
2078,E. DiazC,4,2,2,1,0,1,0,.342,.381,.421,B. BichetteSS,4,1,1,0,0,0,0,.208,.283,.354
2079,N. JonesLF,5,1,2,2,1,0,1,.179,.258,.321,E. ClementSS,1,0,0,0,0,0,0,.233,.250,.400
2080,E. Montero1B,5,0,2,0,0,0,0,.206,.263,.235,J. TurnerDH,2,0,1,0,0,1,0,.350,.460,.575
2081,B. Rodgers2B,4,2,3,1,0,1,1,.220,.250,.340,aD. VogelbachPH-DH,0,0,0,0,0,1,0,.222,.462,.333
2082,M. TogliaRF,4,1,0,0,0,0,1,.138,.167,.448,C. Biggio2B-RF,4,0,2,1,0,0,2,.316,.409,.447
2083,J. CaveRF,0,0,0,1,0,0,0,.273,.357,.545,A. KirkC,4,0,0,0,0,0,2,.133,.200,.133
2084,B. DoyleCF,5,2,3,1,0,0,2,.314,.352,.529,B. ServenC,0,0,0,0,0,0,0,.000,.286,.000
2085,team,43,12,20,12,2,2,9,,,,D. VarshoLF,4,1,2,1,1,0,1,.190,.261,.286
2086,,,,,,,,,,,,I. Kiner-Falefa3B,4,1,1,1,1,0,1,.306,.375,.444
2087,,,,,,,,,,,,K. KiermaierCF,4,0,2,0,0,0,0,.143,.211,.171
2088,,,,,,,,,,,,team,36,4,11,3,2,3,7,,,
2089,gameId: 401568667,,,,,,,,,,,,,,,,,,,,,
2090,M. Garcia3B,3,0,0,0,0,1,1,.214,.258,.446,B. NimmoLF,4,1,1,1,0,1,1,.234,.379,.468
2091,B. Witt Jr.SS,4,0,0,0,0,0,1,.333,.387,.702,S. MarteRF,4,0,0,0,0,0,2,.250,.316,.327
2092,V. Pasquantino1B,4,0,1,0,0,0,0,.224,.304,.327,F. LindorSS,3,1,1,0,0,1,0,.111,.222,.185
2093,S. PerezC,4,1,1,1,1,0,1,.327,.362,.509,P. Alonso1B,4,1,2,1,1,0,0,.241,.305,.481
2094,M. MelendezLF,4,0,0,0,0,0,3,.295,.392,.614,B. Baty3B,4,1,2,2,0,0,0,.327,.365,.408
2095,N. VelazquezDH,3,0,1,0,0,1,1,.326,.383,.535,F. AlvarezC,4,1,1,0,0,0,0,.293,.326,.463
2096,A. Frazier2B,2,0,0,0,0,2,1,.214,.371,.214,J. McNeil2B,4,0,3,1,0,0,0,.256,.370,.359
2097,H. RenfroeRF,3,0,0,0,0,0,2,.158,.220,.263,D. StewartDH,3,0,1,1,0,0,1,.136,.367,.409
2098,K. IsbelCF,3,0,0,0,0,0,0,.244,.262,.341,aT. TaylorPH-DH,1,0,1,0,0,0,0,.323,.382,.484
2099,team,30,1,3,1,1,4,10,,,,H. BaderCF,4,1,2,0,0,0,1,.282,.300,.282
2100,,,,,,,,,,,,team,35,6,14,6,1,2,5,,,
2101,gameId: 401568668,,,,,,,,,,,,,,,,,,,,,
2102,M. MargotRF,4,0,1,0,0,1,1,.238,.333,.381,R. GreeneLF,3,2,1,1,0,1,1,.214,.353,.476
2103,C. CorreaSS,2,0,0,0,0,0,1,.306,.432,.444,Z. McKinstryLF,1,0,0,0,0,0,0,.278,.364,.278
2104,W. CastroSS-P,2,0,0,0,0,0,2,.103,.235,.103,M. CanhaRF,3,2,2,2,1,1,0,.243,.404,.541
2105,B. BuxtonCF,3,0,0,0,0,0,3,.220,.273,.293,W. PerezRF,0,1,0,0,0,1,0,.000,.333,.000
2106,M. WallnerLF,1,0,0,0,0,0,1,.063,.273,.125,S. Torkelson1B,4,1,2,2,0,1,1,.224,.296,.286
2107,R. JeffersC,4,1,1,0,0,0,0,.138,.242,.379,K. CarpenterDH,2,0,2,0,0,0,0,.286,.333,.464
2108,J. MirandaDH,3,0,1,0,0,0,0,.111,.111,.111,aM. VierlingPH-DH,3,0,2,2,0,0,1,.310,.333,.483
2109,C. Vazquez3B,1,0,0,0,0,0,0,.125,.167,.125,C. Keith2B,5,0,1,0,0,0,3,.220,.289,.244
2110,K. Farmer3B-SS,2,1,1,1,0,2,0,.063,.318,.125,G. Urshela3B,3,0,0,1,0,1,1,.353,.371,.412
2111,A. MartinLF-CF,4,0,0,0,0,0,0,.154,.267,.308,P. MeadowsCF,4,0,0,0,0,0,4,.069,.250,.138
2112,C. Santana1B,3,0,0,0,0,1,1,.114,.225,.143,J. BaezSS,4,0,0,0,0,0,3,.135,.154,.135
2113,E. Julien2B,4,0,2,1,0,0,2,.222,.282,.500,J. RogersC,2,2,0,0,0,1,1,.120,.214,.240
2114,team,33,2,6,2,0,4,11,,,,team,34,8,10,8,1,6,15,,,
2115,gameId: 401568670,,,,,,,,,,,,,,,,,,,,,
2116,X. Bogaerts2B,5,0,0,1,0,0,2,.219,.275,.297,M. BettsSS-2B,6,1,1,3,1,0,1,.344,.481,.721
2117,F. Tatis Jr.RF,5,2,3,2,1,0,1,.290,.353,.548,S. OhtaniDH,5,1,3,1,1,0,0,.353,.392,.706
2118,J. Cronenworth1B,5,1,1,1,1,0,1,.295,.353,.541,F. Freeman1B,5,1,1,0,0,0,1,.322,.431,.424
2119,M. MachadoDH,4,1,1,2,1,1,1,.238,.314,.429,W. SmithC,4,0,0,0,0,1,1,.382,.417,.509
2120,J. ProfarLF,4,0,1,0,0,1,2,.327,.431,.551,M. Muncy3B,3,1,1,1,1,2,2,.255,.354,.473
2121,J. AzocarLF,0,1,0,0,0,0,0,.364,.417,.364,T. HernándezRF,5,1,1,2,1,0,1,.290,.343,.581
2122,H. KimSS,5,1,1,1,1,0,2,.217,.284,.417,J. OutmanCF,2,1,0,0,0,1,0,.178,.288,.333
2123,L. CampusanoC,5,0,0,0,0,0,0,.288,.302,.404,aE. HernándezPH-CF,2,0,0,0,0,0,0,.179,.200,.179
2124,J. MerrillCF,4,1,2,1,0,1,0,.304,.407,.413,C. TaylorLF,5,0,0,0,0,0,3,.031,.162,.031
2125,T. Wade3B,4,1,1,0,0,0,1,.219,.306,.250,G. Lux2B,3,1,0,0,0,0,0,.163,.217,.186
2126,aE. RosarioPH-3B,1,0,0,0,0,0,0,.250,.333,.750,bM. RojasPH-SS,2,0,0,0,0,0,0,.250,.250,.550
2127,team,42,8,10,8,4,3,10,,,,team,42,7,7,7,4,4,9,,,
2128,gameId: 401568673,,,,,,,,,,,,,,,,,,,,,
2129,J. LeeCF,5,1,1,0,0,0,1,.250,.305,.327,Y. Diaz1B,3,0,0,1,0,1,0,.196,.258,.286
2130,L. Wade Jr.1B-RF,2,0,0,0,0,1,0,.343,.439,.429,R. ArozarenaLF,3,0,0,0,0,1,0,.204,.278,.347
2131,bA. SlaterPH-RF,0,0,0,0,0,1,0,.100,.308,.100,R. PalaciosRF,4,0,0,0,0,0,2,.192,.364,.308
2132,J. SolerDH,2,0,1,0,0,2,1,.204,.333,.388,I. Paredes3B,3,0,0,0,0,0,1,.250,.327,.521
2133,M. ConfortoLF,4,0,0,0,0,0,2,.300,.352,.560,H. RamirezDH,4,2,3,0,0,0,1,.275,.275,.294
2134,M. Chapman3B,4,0,0,0,0,0,3,.193,.246,.333,A. Rosario2B,4,0,2,1,0,0,2,.275,.293,.375
2135,T. Estrada2B,4,0,2,0,0,0,1,.185,.196,.278,J. CaballeroSS,4,0,1,0,0,0,1,.341,.364,.488
2136,M. YastrzemskiRF,1,0,0,0,0,1,0,.125,.250,.125,J. SiriCF,2,0,0,0,0,0,1,.256,.385,.419
2137,aW. FloresPH-1B,1,0,0,0,0,1,1,.233,.314,.267,B. RortvedtC,2,0,0,0,0,1,1,.333,.440,.429
2138,T. FitzgeraldPR,0,0,0,0,0,0,0,.500,.571,.667,team,29,2,6,2,0,3,9,,,
2139,P. BaileyC,4,0,1,0,0,0,0,.290,.361,.387,,,,,,,,,,,
2140,N. AhmedSS,4,0,1,0,0,0,1,.279,.311,.349,,,,,,,,,,,
2141,team,31,1,6,0,0,6,10,,,,,,,,,,,,,,
2142,gameId: 401568674,,,,,,,,,,,,,,,,,,,,,
2143,M. Semien2B,6,1,1,0,0,0,1,.281,.379,.386,J. Altuve2B,4,0,0,0,0,1,1,.345,.433,.603
2144,C. SeagerSS,4,2,2,0,0,1,0,.327,.411,.429,Y. AlvarezDH,3,1,0,0,0,0,0,.310,.394,.569
2145,D. Wendzel3B,0,0,0,0,0,0,0,.000,.000,.000,K. TuckerRF,4,2,2,3,2,1,1,.258,.333,.484
2146,E. CarterLF,5,2,3,1,0,0,0,.238,.385,.429,Y. DiazC,5,1,1,0,0,0,1,.321,.367,.518
2147,A. GarcíaRF,3,2,2,2,0,2,0,.315,.377,.593,J. Singleton1B,4,1,1,0,0,1,2,.217,.333,.304
2148,J. Smith3B-SS,3,2,1,1,0,1,0,.323,.447,.387,J. PenaSS,5,2,3,0,0,0,1,.339,.361,.458
2149,W. LangfordDH,3,2,1,1,0,1,1,.245,.317,.302,M. DubonLF,5,1,2,2,0,0,0,.286,.310,.357
2150,J. HeimC,5,1,1,4,1,0,2,.250,.280,.417,J. MeyersCF,3,0,2,3,0,1,0,.241,.313,.483
2151,J. Walsh1B,5,0,1,2,0,0,3,.273,.360,.386,G. Kessinger3B,4,0,0,0,0,0,2,.000,.000,.000
2152,L. TaverasCF,5,0,0,0,0,0,0,.209,.277,.302,team,37,8,11,8,2,4,8,,,
2153,team,39,12,12,11,1,5,7,,,,,,,,,,,,,,
2154,gameId: 401568676,,,,,,,,,,,,,,,,,,,,,
2155,A. Rendon3B,4,1,2,0,0,0,1,.204,.264,.245,J. DuranLF,3,0,0,1,0,0,0,.317,.362,.413
2156,N. Schanuel1B,2,0,0,0,0,0,2,.108,.292,.189,W. AbreuRF,4,2,2,1,0,0,2,.240,.296,.320
2157,M. Sano1B,2,0,0,0,0,0,1,.207,.324,.276,M. YoshidaDH,4,1,2,2,0,0,1,.250,.316,.288
2158,M. TroutCF,4,0,0,0,0,0,1,.283,.356,.679,T. Casas1B,4,1,1,2,1,0,2,.250,.333,.446
2159,T. WardLF,4,1,2,2,1,0,0,.310,.333,.603,B. Dalbec3B,4,0,0,0,0,0,3,.000,.000,.000
2160,A. HicksRF,4,0,0,0,0,0,1,.176,.263,.265,En. Valdez2B,2,1,1,0,0,1,1,.128,.182,.231
2161,B. Drury2B,4,0,1,0,0,0,1,.170,.250,.191,P. Reyes2B,1,0,1,0,0,0,0,.185,.214,.185
2162,M. MoniakDH,3,0,1,0,0,0,1,.179,.281,.214,C. RafaelaCF,3,0,1,1,0,1,0,.186,.245,.302
2163,aJ. AdellPH,1,0,0,0,0,0,1,.250,.278,.563,R. McGuireC,4,0,2,0,0,0,1,.294,.351,.500
2164,L. O'HoppeC,3,0,2,0,0,1,0,.366,.447,.537,D. HamiltonSS,3,2,1,0,0,1,1,.235,.316,.412
2165,Z. NetoSS,3,0,0,0,0,1,1,.196,.245,.261,team,32,7,11,7,1,3,11,,,
2166,team,34,2,8,2,1,2,10,,,,,,,,,,,,,,
2167,gameId: 401568678,,,,,,,,,,,,,,,,,,,,,
2168,J. IndiaDH,3,1,0,0,0,1,2,.217,.410,.304,R. GrossmanLF,3,0,1,0,0,1,2,.200,.355,.240
2169,S. SteerLF,3,0,1,3,0,0,2,.367,.483,.714,A. Vaughn1B,4,0,0,0,0,0,2,.180,.255,.220
2170,C. Encarnacion-Strand1B,4,0,0,0,0,0,3,.167,.175,.250,G. SheetsDH,4,0,0,0,0,0,2,.290,.405,.613
2171,J. Candelario3B,4,1,1,0,0,0,2,.160,.232,.320,K. PillarRF,2,0,1,0,0,1,1,.214,.389,.357
2172,S. FairchildRF,4,1,1,0,0,0,1,.296,.367,.296,L. Sosa3B,3,0,0,0,0,1,2,.190,.227,.286
2173,E. De La CruzSS,3,0,0,0,0,1,2,.314,.386,.667,P. DeJongSS,2,0,0,0,0,0,2,.167,.167,.433
2174,S. Espinal2B,2,1,0,0,0,2,0,.167,.267,.167,aN. LopezPH-2B,2,0,0,0,0,0,0,.156,.229,.156
2175,L. MaileC,3,1,1,2,0,0,0,.150,.261,.300,Z. Remillard2B,2,0,0,0,0,0,1,.200,.200,.200
2176,B. ThompsonCF,3,0,0,0,0,0,3,.182,.182,.273,bB. ShewmakePH-SS,1,0,0,0,0,0,1,.200,.227,.400
2177,team,29,5,4,5,0,4,15,,,,D. FletcherCF,2,0,0,0,0,0,1,.219,.324,.313
2178,,,,,,,,,,,,M. MaldonadoC,3,0,0,0,0,0,1,.069,.100,.103
2179,,,,,,,,,,,,team,28,0,2,0,0,3,15,,,
2180,gameId: 401568681,,,,,,,,,,,,,,,,,,,,,
2181,C. BlackmonDH,3,0,0,0,0,1,1,.304,.385,.522,G. SpringerRF,4,1,2,0,0,0,0,.203,.309,.339
2182,E. TovarSS,4,0,0,0,0,0,3,.316,.365,.544,V. Guerrero Jr.1B,4,0,1,0,0,0,1,.190,.309,.379
2183,R. McMahon3B,3,0,0,0,0,1,2,.393,.470,.589,B. BichetteSS,4,1,2,0,0,0,1,.231,.298,.365
2184,K. BryantRF,2,0,1,0,0,0,1,.149,.273,.255,D. VogelbachDH,3,1,0,0,0,1,1,.167,.412,.250
2185,M. TogliaRF,2,0,0,0,0,0,1,.129,.156,.419,C. Biggio2B,4,0,1,0,0,0,1,.310,.396,.429
2186,E. DiazC,3,1,1,0,0,1,1,.341,.391,.415,D. SchneiderLF,2,1,1,1,0,2,0,.280,.379,.600
2187,N. JonesLF,3,1,2,0,0,1,1,.203,.288,.356,K. KiermaierPR-CF,0,0,0,0,0,0,0,.143,.211,.171
2188,B. Rodgers2B,4,0,1,2,0,0,3,.222,.250,.333,D. VarshoCF-LF,4,1,1,4,1,0,2,.196,.260,.348
2189,E. Montero1B,4,0,1,0,0,0,1,.211,.262,.237,I. Kiner-Falefa3B,4,0,1,0,0,0,0,.300,.364,.450
2190,B. DoyleCF,4,1,1,1,1,0,1,.309,.345,.564,B. ServenC,3,0,0,0,0,0,1,.000,.200,.000
2191,team,32,3,7,3,1,4,15,,,,team,32,5,9,5,1,3,7,,,
2192,gameId: 401568682,,,,,,,,,,,,,,,,,,,,,
2193,M. Garcia3B,6,0,0,0,0,0,1,.194,.235,.403,B. NimmoCF,4,1,0,0,0,1,1,.216,.365,.431
2194,B. Witt Jr.SS,5,4,2,0,0,1,0,.339,.397,.710,S. MarteRF,5,2,3,1,1,0,0,.281,.339,.404
2195,N. Loftin2B,3,1,2,3,0,1,1,.250,.385,.250,F. LindorSS,4,1,0,0,0,1,1,.103,.221,.172
2196,S. Perez1B,5,1,2,4,1,0,0,.333,.365,.550,P. Alonso1B,3,2,3,3,2,1,0,.281,.349,.614
2197,N. VelazquezDH,5,1,2,1,0,0,2,.333,.385,.521,B. Baty3B,4,1,0,1,0,0,1,.302,.339,.377
2198,G. HampsonCF,5,1,2,0,0,0,2,.211,.250,.263,D. StewartDH,2,0,1,1,0,0,1,.167,.375,.458
2199,F. FerminC,4,1,1,1,0,1,0,.208,.240,.250,aT. TaylorPH-DH,1,0,0,1,0,0,0,.313,.361,.469
2200,H. RenfroeRF,4,1,2,2,0,1,0,.190,.261,.310,J. McNeilLF,4,0,0,0,0,0,1,.233,.340,.326
2201,D. BlancoLF,3,1,0,0,0,1,1,.000,.300,.000,O. NarvaezC,4,0,0,0,0,0,1,.294,.333,.353
2202,team,40,11,13,11,1,5,7,,,,J. Wendle2B,4,0,2,0,0,0,0,.182,.250,.182
2203,,,,,,,,,,,,team,35,7,9,7,3,3,6,,,
2204,gameId: 401568683,,,,,,,,,,,,,,,,,,,,,
2205,O. Dunn3B,3,1,1,0,0,0,2,.257,.316,.429,G. HendersonSS,5,0,1,1,0,0,1,.211,.270,.456
2206,aJ. OrtizPH-3B,2,1,0,0,0,1,0,.333,.438,.444,A. RutschmanDH,5,1,2,1,1,0,2,.283,.339,.377
2207,W. ContrerasC,4,3,2,1,0,0,0,.365,.443,.615,R. Mountcastle1B,4,1,2,1,1,1,1,.314,.383,.529
2208,S. FrelickLF,5,2,2,1,0,0,1,.319,.396,.362,A. SantanderRF,3,1,0,0,0,1,0,.193,.230,.386
2209,W. AdamesSS,5,2,3,2,0,0,0,.296,.356,.537,J. Westburg3B,5,1,3,2,1,0,1,.261,.333,.522
2210,J. Bauers1B,5,1,1,4,1,0,1,.161,.235,.323,A. HaysLF,3,0,1,0,0,0,1,.086,.158,.086
2211,R. HoskinsDH,5,1,2,2,1,0,1,.256,.340,.512,aC. MullinsPH-CF,1,0,1,0,0,0,0,.238,.313,.405
2212,B. Turang2B,5,0,3,0,0,0,0,.372,.404,.535,C. CowserCF-LF,4,1,1,0,0,0,1,.452,.471,.935
2213,J. ChourioRF,5,0,1,0,0,0,0,.240,.278,.380,J. McCannC,4,0,0,0,0,0,1,.238,.238,.286
2214,B. PerkinsCF,4,0,0,0,0,1,1,.318,.423,.455,J. Mateo2B,4,0,1,0,0,0,2,.316,.350,.474
2215,team,43,11,15,10,2,2,6,,,,team,38,5,12,5,3,2,10,,,
2216,gameId: 401568684,,,,,,,,,,,,,,,,,,,,,
2217,A. VolpeSS,4,2,2,1,0,1,0,.353,.450,.529,S. KwanLF,3,0,1,0,0,0,0,.381,.400,.508
2218,J. SotoRF,3,2,1,3,1,2,0,.333,.458,.544,W. BrennanRF,1,0,0,0,0,0,0,.216,.286,.216
2219,J. JonesLF,0,0,0,0,0,0,0,.000,.000,.000,A. Gimenez2B,4,0,1,0,0,0,1,.333,.413,.463
2220,A. JudgeCF,4,0,1,0,0,1,0,.204,.371,.407,J. RamirezDH,4,0,0,0,0,0,0,.234,.246,.391
2221,T. GrishamCF,0,0,0,0,0,0,0,.000,.111,.000,J. Naylor1B,4,1,2,1,1,0,0,.341,.446,.682
2222,A. Rizzo1B,5,0,2,1,0,0,2,.281,.369,.368,R. LaureanoCF,4,0,0,0,0,0,2,.207,.395,.276
2223,G. StantonDH,4,0,0,1,0,1,1,.234,.280,.553,E. FlorialRF-LF,3,1,1,1,1,1,1,.150,.292,.400
2224,G. Torres2B,4,2,1,0,0,1,0,.200,.300,.233,D. FryC,3,0,1,0,0,0,1,.316,.423,.526
2225,A. VerdugoLF-RF,3,2,1,0,0,2,0,.235,.344,.412,G. Arias3B,3,0,1,0,0,0,1,.158,.158,.211
2226,O. Cabrera3B,5,0,1,1,0,0,1,.317,.378,.585,B. RocchioSS,3,0,0,0,0,0,0,.227,.277,.364
2227,A. WellsC,3,0,0,1,0,0,0,.115,.265,.115,team,32,2,7,2,2,1,6,,,
2228,team,35,8,9,8,1,8,4,,,,,,,,,,,,,,
2229,gameId: 401568686,,,,,,,,,,,,,,,,,,,,,
2230,O. CruzSS,4,1,1,2,1,0,1,.267,.302,.433,K. SchwarberDH,3,2,3,1,1,2,0,.259,.358,.414
2231,B. ReynoldsLF,1,1,1,0,0,3,0,.274,.384,.452,W. MerrifieldPR,0,1,0,0,0,0,0,.120,.185,.120
2232,K. Hayes3B,3,0,1,1,0,1,0,.276,.386,.345,T. TurnerSS,4,1,1,0,0,1,0,.271,.348,.322
2233,J. SuwinskiCF,4,0,0,0,0,0,2,.170,.245,.255,B. Harper1B,4,0,0,0,0,1,3,.204,.295,.426
2234,E. OlivaresDH,4,0,1,0,0,0,1,.308,.357,.564,A. Bohm3B,3,0,1,1,0,2,0,.255,.377,.392
2235,R. Tellez1B,4,0,0,0,0,0,2,.231,.333,.308,N. CastellanosRF,5,0,2,2,0,0,2,.182,.262,.182
2236,C. JoeRF,4,0,0,0,0,0,2,.292,.393,.458,E. Sosa2B,3,0,0,0,0,0,1,.429,.429,.857
2237,H. DavisC,4,0,0,0,0,0,2,.186,.302,.256,aB. StottPH-2B,1,0,0,0,0,0,0,.217,.302,.304
2238,A. Williams2B,3,1,1,0,0,1,0,.294,.333,.412,G. StubbsC,4,0,0,0,0,0,0,.167,.231,.167
2239,team,31,3,5,3,1,5,10,,,,C. PacheLF-CF,3,0,1,0,0,1,1,.167,.375,.167
2240,,,,,,,,,,,,J. RojasCF,3,0,1,0,0,0,1,.176,.243,.206
2241,,,,,,,,,,,,bB. MarshPH-LF,1,0,0,0,0,0,1,.318,.340,.614
2242,,,,,,,,,,,,team,34,4,9,4,1,7,9,,,
2243,gameId: 401568687,,,,,,,,,,,,,,,,,,,,,
2244,J. MerrillCF,4,0,1,0,0,0,1,.300,.397,.400,M. BettsSS,5,0,3,2,0,0,1,.364,.488,.712
2245,F. Tatis Jr.RF,4,0,1,1,0,0,1,.288,.347,.545,S. OhtaniDH,2,0,0,1,0,2,0,.343,.392,.686
2246,J. Cronenworth1B,4,0,0,0,0,0,1,.277,.333,.508,F. Freeman1B,4,0,0,0,0,0,1,.302,.408,.397
2247,M. MachadoDH,4,0,1,0,0,0,2,.239,.311,.418,W. SmithC,4,0,0,0,0,0,1,.356,.391,.475
2248,J. ProfarLF,4,0,1,0,0,0,1,.321,.419,.528,T. HernándezRF,3,1,1,0,0,1,1,.292,.352,.569
2249,H. KimSS,4,1,1,0,0,0,0,.219,.282,.422,M. Muncy3B,2,1,0,1,0,0,0,.246,.348,.456
2250,T. Wade2B,3,0,1,1,0,1,0,.229,.325,.257,J. OutmanCF,4,1,1,0,0,0,1,.184,.286,.327
2251,E. Rosario3B,3,0,0,0,0,0,1,.211,.286,.632,E. HernándezLF,4,1,2,0,0,0,1,.219,.235,.219
